"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:YMR078C",1397.16728935497,-1.06855061675547,0.220624963662809,-4.84328971216778,1.27706869852913e-06,1.16004859602793e-05
"gene:YLR371W",9238.7680732862,-0.938701534854791,0.193909848234315,-4.84091727884028,1.29241167004719e-06,1.17235058593557e-05
"gene:YJR098C",879.432122389628,-0.930283715514685,0.192517954391507,-4.8321919815481,1.35037939739187e-06,1.22153069655739e-05
"gene:YOR090C",5998.65068069417,-0.838315357418872,0.173483609910316,-4.83224529309856,1.35001773768167e-06,1.22153069655739e-05
"gene:YFR012W",255.166985595262,-1.51959499255377,0.314504237025794,-4.83171548632949,1.35361602971545e-06,1.22276022212715e-05
"gene:YNL195C",22041.4295474738,-1.62684592834167,0.336746921172186,-4.83106400105683,1.3580533723199e-06,1.22506947561212e-05
"gene:YPR010C",22611.3251958157,1.77981064138496,0.368477935593809,4.83016883634229,1.3641732671986e-06,1.22888803447641e-05
"gene:YOR352W",1967.74740088057,-0.871413758369032,0.180433888361034,-4.82954596990894,1.36844720294465e-06,1.23103544651637e-05
"gene:YER106W",1112.08595492589,-2.23797683592649,0.46343146428099,-4.82914305224979,1.37121876781357e-06,1.23182728755445e-05
"gene:YNR050C",3828.97704417528,0.974299578299533,0.201788708808937,4.82831563792822,1.37692726946759e-06,1.23471254725892e-05
"gene:YPR164W",6588.90323645694,-1.12566993209632,0.233148299467067,-4.82812842585338,1.37822205106285e-06,1.23471254725892e-05
"gene:YCR061W",2554.83977793119,-1.81081216583418,0.375089757815823,-4.82767691759615,1.3813495564102e-06,1.23581451385984e-05
"gene:YDR522C",18823.0514725017,-1.88080672668946,0.389813257085606,-4.82489164363239,1.40079402566154e-06,1.24977691631967e-05
"gene:YGL120C",10885.2421388309,1.59260572449485,0.330065648257823,4.82511807242304,1.39920350958599e-06,1.24977691631967e-05
"gene:YGL075C",1016.32280912234,-1.16039965939799,0.240602777114075,-4.822885559828,1.41496161314755e-06,1.26069014862243e-05
"gene:YLR432W",22213.5643904697,1.24880482954592,0.259205189837384,4.81782340210616,1.45132735252464e-06,1.29132445997172e-05
"gene:YGL094C",5168.28600558054,-0.888069165379737,0.184599573893856,-4.81078664835041,1.50337426486433e-06,1.3358085384804e-05
"gene:YGR260W",4740.49020085859,1.44407282429953,0.300384156354098,4.80742007776613,1.5289050930891e-06,1.35664289799582e-05
"gene:YPR102C",6023.13757929622,1.30970260572821,0.272517232668298,4.80594417059249,1.54022878911809e-06,1.36483130660219e-05
"gene:YGR285C",11128.259415927,1.51149382111676,0.31453756632068,4.80544768880084,1.54405606877434e-06,1.36636374672925e-05
"gene:YOR312C",12080.0198991942,1.31083432027056,0.272942028260153,4.80261075447547,1.56610143065607e-06,1.38399167135183e-05
"gene:YLR344W",4486.06489359432,1.41368123511538,0.294741398778441,4.79634432412414,1.61587428806382e-06,1.42411221084705e-05
"gene:YPL244C",971.536719408803,0.972399400112736,0.202728297431477,4.79656472447517,1.61409818506265e-06,1.42411221084705e-05
